,web-scraper-order,web-scraper-start-url,Books,Books-href,Author,Abstract,category,views
43,1637241898-1010,"https://www.bookrix.com/books;psychology,id:40.html",How to Use Your Mind,https://www.bookrix.com/_ebook-harry-d-kitson-how-to-use-your-mind/,Harry D. Kitson,"Harry D. Kitson

The kindly reception accorded to the first edition of this book has confirmed the author in his conviction that such a book was needed, and has tempted him to bestow additional labor upon it. The chief changes consist in the addition of two new chapters, ""Active Imagination,""",Psychology,5
44,1637242573-1060,"https://www.bookrix.com/books;psychology,id:40.html","Train Your Thinking, The Power Portal For Long-Lasting Success",https://www.bookrix.com/_ebook-dr-houston-vetter-train-your-thinking-the-power-portal-for-long-lasting-success/,Dr. Houston Vetter,"In “Training Your Thinking, The Power Portal for Long-Lasting Success” you’ll learn how to...

•	Attract love, money and happiness

•	Step by Step Plan to Allow the Real Your to Step Forward

•	How To Create Interest in Yourself 

•	How To Get People To Find You Interesting and want to do what you say

•	Secrets of Emotional Control

•	How To Get Outrageous Personal Power",Psychology,28654
45,1637242288-1038,"https://www.bookrix.com/books;psychology,id:40.html",Inside A Girl's Head,https://www.bookrix.com/_ebook-vai-b-charm-inside-a-girl-039-s-head/,Vai B. Charm,"This is a new book I am working on right now. at this time I can only say one thing that it's a story of a girl which she tells herself.I am uploading the first few chapters for now, please do read. More to come. I'll be updating the book chapter by chapter. Do come again and again to read more of the story. Thank you readers 
And yeah do give feedback on the book's progress.
 
""What you see is not what there actually is.""",Psychology,793
46,1637242002-1018,"https://www.bookrix.com/books;psychology,id:40.html","Reality, Stupidity, Hypocrisy And Humanity",https://www.bookrix.com/_ebook-santosh-jha-reality-stupidity-hypocrisy-and-humanity/,Santosh Jha,"Intelligence begins with deciphering-acceptance of personal-collective stupidities and hypocrisies. It ain’t easy as they are embedded in the way Reality expresses itself through ‘media’ of Consciousness, which are counter-intuitive and; shame-guilt makes acceptance tough. This eBook elaborates scientifically objective knowledge, which shall make you say; It was this simple! Yes; wisdom has to be.",Psychology,39
47,1637241776-1001,"https://www.bookrix.com/books;psychology,id:40.html",The Nervous Child,https://www.bookrix.com/_ebook-hector-charles-cameron-the-nervous-child/,Hector  Charles Cameron,"There is an old fairy story concerning a pea which a princess once

slept upon--a little offending pea, a minute disturbance, a trifling

departure from the normal which grew to the proportions of intolerable

suffering because of the too sensitive and undisciplined nervous

system of Her Royal Highness. The story, I think, does not tell us

much else concerning the princess. It does not tell us, for instance,

if she was an only child, the sole preoccupation of her parents and

nurses, surrounded by the most anxious care, reared with some

difficulty because of her extraordinary ""delicacy,"" suffering from a

variety of illnesses which somehow always seemed to puzzle the

doctors, though some of the symptoms--the vomiting, for example, and

the high temperature--were very severe and persistent.",Psychology,2
48,1637242428-1047,"https://www.bookrix.com/books;psychology,id:40.html",Diary of a Suicidal Girl,https://www.bookrix.com/_ebook-theslana-dragonborn-diary-of-a-suicidal-girl/,Theslana Dragonborn,"Exactly what the title says. It's a diary of a suicidal girl. Read it. You might get a peek into someone's head. At least, mine. Btw, yeah, my name is ridiculous. It's a fake name. Yes, the person who wrote this is suicidal. By the time you figure out what the real name of me is, I might be dead. I'd sure love to be dead. It's soooo much better than life.",Psychology,1222
49,1637242566-1059,"https://www.bookrix.com/books;psychology,id:40.html","If I'm So Wonderful, Why Am I Still Single?",https://www.bookrix.com/_ebook-susan-page-if-i-039-m-so-wonderful-why-am-i-still-single/,Susan  Page,"If you want to find your soul mate, you first have to know yourself. If I'm So Wonderful, Why Am I Still Single? offers intelligent, practical, and engaging guidance to singles looking to improve their romantic relationships--by getting to know their own past patterns and relationship needs. Guided at every step by Page's 10 strategies for better self-knowledge, readers will find quizzes, case studies, and anecdotes from the author's decades of experience as a counselor to both couples and singles. Each aspect of the book is tailored to help readers figure out what they really want--and learn not to settle for less.







If I'm So Wonderful, Why Am I Still Single? has been translated into 22 different languages, and this year celebrates the 25th anniversary of its debut. Offering advice that's positive, compassionate, and effective, this book will help readers understand their own romantic motivations and find the partner they're looking for.",Psychology,14546
50,1637242384-1043,"https://www.bookrix.com/books;psychology,id:40.html",smile fake or real,https://www.bookrix.com/_ebook-monika-dhandia-smile-fake-or-real/,monika dhandia,"There is world where all the people real show there fake smile. Where we any where we can see Real smile on the face of child.There should smile ""REAL""",Psychology,995
51,1637241824-1003,"https://www.bookrix.com/books;psychology,id:40.html",When a Man Marries,https://www.bookrix.com/_ebook-mary-rinehart-when-a-man-marries/,Mary Rinehart,"Mary Roberts Rinehart (August 12, 1876 – September 22, 1958) was an American writer, often called the American Agatha Christie, although her first mystery novel was published 14 years before Christie's fi23rst novel in 1922. Rinehart is considered the source of the phrase ""The butler did it"" from her novel The Door (1930), although the novel does not use the exact phrase. Rinehart is also considered to have invented the ""Had-I-But-Known"" school of mystery writing, with the publication of The Circular Staircase (1908). 

She also created a costumed super-criminal called ""the Bat"", cited by Bob Kane as one of the inspirations for his ""Batman"".",Psychology,3
52,1637242099-1024,"https://www.bookrix.com/books;psychology,id:40.html",No Body Experience,https://www.bookrix.com/_ebook-elvin-morello-no-body-experience/,Elvin Morello,A family father who is facing a mental struggle what makes him convince his family is not supporting him and leads him completely astray.,Psychology,361
53,1637242400-1045,"https://www.bookrix.com/books;psychology,id:40.html",A Weird Twist,https://www.bookrix.com/_ebook-dezyrae-mitchell-a-weird-twist/,Dezyrae Mitchell,"Helena's just seventeen and she has paranoia schizophrenia, a mental disorder where she thinks that Them are out to get her and her secrets. They've gotten to her once, but now they've gotten to her again and have gotten further than last time. She's put in a mental asylum, which she thinks is actually hospital, and meets a guy who can probably help her, but he's not allowed to be around her because he's not trained to deal with 'people like her'.

Helena is practically devastated when she finds this out and fights to see him again. She wants to get better and he wants the same for her, but Helena can't do it without him.

How will the two manage to be together without anyone getting in the way?",Psychology,1067
54,1637242253-1035,"https://www.bookrix.com/books;psychology,id:40.html",Sacred Cows Dancing Volume #1 Financial Enlightement For Today,https://www.bookrix.com/_ebook-dr-houston-vetter-dr-joe-vitale-pat-o-039-bryan-jerry-stocking-morty-lefkoe-dr-joe-rubino-john-la-va/,"Dr. Houston Vetter, Dr. Joe Vitale, Pat O'Bryan, Jerry Stocking, Morty Lefkoe, Dr. Joe Rubino, John La Valle, and more...",Every time you read this book you naturally open yourself up to more and more financial abundance.,Psychology,710
55,1637241882-1009,"https://www.bookrix.com/books;psychology,id:40.html","Studies In the Psychology Of sex, Volume 6 (Of 6) Fiscle (Part-I)",https://www.bookrix.com/_ebook-havelock-ellis-studies-in-the-psychology-of-sex-volume-6-of-6-fiscle-part-i-1/,Havelock Ellis,"Henry Havelock Ellis, known as Havelock Ellis (2 February 1859 – 8 July 1939), was a British physician, writer, and social reformer who studied human sexuality. He was co-author of the first medical textbook in English on homosexuality in 1897, and also published works on a variety of sexual practices and inclinations, including transgender psychology. He is credited with introducing the notions of narcissism and autoeroticism, later adopted by psychoanalysis. He served as president of the Galton Institute and, like many intellectuals of his era, supported eugenics.",Psychology,4
56,1637242519-1054,"https://www.bookrix.com/books;psychology,id:40.html",You,https://www.bookrix.com/_ebook-sanah-you/,Sanah,Life is never as we want it to be. Many times we create a world that helps us stay happy and feel a part of this world. But more than once this world we create is merely an ilusion.,Psychology,3481
57,1637242413-1046,"https://www.bookrix.com/books;psychology,id:40.html",The Institution,https://www.bookrix.com/_ebook-ashley-goldsmith-the-institution/,Ashley Goldsmith,"The Institution is about how Knight's Sanitarium goes to pieces.It deals with murder, demonic possession, cannabalism, and illegal lobotomy tests. Half of the staff is in on it, the other half is caught up in it, whether they want to be or not.",Psychology,1220
58,1637242590-1061,"https://www.bookrix.com/books;psychology,id:40.html",How to Be Free,https://www.bookrix.com/_ebook-joe-blow-how-to-be-free/,Joe Blow,"How can we free ourselves from mental suffering? How can we unlock what the poet William Blake referred to as “the mind-forged manacles” - those unhelpful, unfounded and inflexible habits of thought which keep us from reaching our true creative potential?



This book provides practical advice on how to achieve this.



But it also offers an imaginative holistic theoretical framework for an understanding of the nature of the universe, the psychological history of the human race and the meaning of life.",Psychology,66157
